Date,Open Price,High_Price,Low Price,Close Price,WAP,No.of Shares,No. of Trades,Total Turnover (Rs.),Deliverable Quantity,% Deli. Qty to Traded Qty,Spread High-Low,Spread Close-Open
08-Jan-20,14249.95,14415.95,14120.2,14388.25,14282.15891,1655,683,23636973,894,54.02,295.75,138.3
07-Jan-20,14497,14527.6,14255,14289.8,14357.40924,1818,825,26101770,1116,61.39,272.6,-207.2
06-Jan-20,14575,14575,14274.85,14409.45,14378.40117,3425,1330,49246024,2164,63.18,300.15,-165.55
03-Jan-20,14756,14756,14526.05,14596.95,14590.69021,23054,510,336373772,22220,96.38,229.95,-159.05
02-Jan-20,14869.25,14869.25,14700,14724.75,14742.54753,1399,662,20624824,654,46.75,169.25,-144.5
01-Jan-20,14819.95,14838,14720,14777.9,14778.28793,646,343,9546774,220,34.06,118,-42.05
31-Dec-19,14890,14917,14701.1,14789.95,14788.12303,1016,513,15024733,316,31.1,215.9,-100.05
30-Dec-19,14652.2,14902.5,14620,14867.2,14794.85616,1453,624,21496926,822,56.57,282.5,215
27-Dec-19,14599.45,14680,14583.4,14651.75,14644.71402,535,308,7834922,279,52.15,96.6,52.3
26-Dec-19,14582,14700,14550,14599.45,14623.87461,973,442,14229030,336,34.53,150,17.45
24-Dec-19,14550,14609.65,14490,14586.9,14566.68778,1563,621,22767733,526,33.65,119.65,36.9
23-Dec-19,14899,14994,14490.15,14527.1,14687.64154,2826,1004,41507275,960,33.97,503.85,-371.9
20-Dec-19,14244,14979.85,14244,14833.2,14696.7345,5258,1792,77275430,1632,31.04,735.85,589.2
19-Dec-19,14214,14299.85,14100,14281.4,14182.94906,962,383,13643997,348,36.17,199.85,67.4
18-Dec-19,14159.3,14279,14054.35,14215.9,14144.44465,1617,627,22871567,550,34.01,224.65,56.6
17-Dec-19,14150.6,14232.6,14088,14144.5,14165.00675,1037,349,14689112,320,30.86,144.6,-6.1
16-Dec-19,14305,14422,14133.6,14153.1,14224.18579,1168,443,16613849,414,35.45,288.4,-151.9
13-Dec-19,14244,14372.85,14015,14313.8,14214.63114,1445,530,20540142,586,40.55,357.85,69.8
12-Dec-19,14114.1,14220.05,14081.95,14169.6,14154.27802,928,374,13135170,257,27.69,138.1,55.5
11-Dec-19,14103.05,14155,14020,14068.15,14028.1934,10662,201,149568598,183,1.72,135,-34.9
10-Dec-19,14211,14240.7,14040,14096.3,14083.87256,4810,401,67743427,387,8.05,200.7,-114.7
09-Dec-19,14159.5,14267.15,14008.05,14237.35,14120.223,852,429,12030430,381,44.72,259.1,77.85
06-Dec-19,14295.95,14307.2,14150,14159.5,14224.32028,562,253,7994068,234,41.64,157.2,-136.45
05-Dec-19,14400.75,14410.95,14229.5,14282.35,14276.37216,661,349,9436682,253,38.28,181.45,-118.4
04-Dec-19,14324.8,14361.9,14201.25,14300.2,14297.44733,769,336,10994737,172,22.37,160.65,-24.6
03-Dec-19,14563.1,14563.1,14300.15,14337.5,14405.41448,1602,532,23077474,975,60.86,262.95,-225.6
02-Dec-19,14460,14625.4,14299,14552.9,14497.97726,1495,634,21674476,381,25.48,326.4,92.9
29-Nov-19,14660,14680,14415,14455.95,14612.0857,10105,449,147655126,463,4.58,265,-204.05
28-Nov-19,14600,14700,14573.95,14663.1,14625.99851,10055,530,147064415,289,2.87,126.05,63.1
27-Nov-19,14550,14669,14513.9,14585.65,14596.26067,1546,540,22565819,541,34.99,155.1,35.65
26-Nov-19,14487,14599,14240.95,14531.55,14393.37641,1772,605,25505063,898,50.68,358.05,44.55
25-Nov-19,14269,14515,14180,14489.15,14388.01979,1364,538,19625259,621,45.53,335,220.15
22-Nov-19,14252.05,14291.4,14108,14170.65,14187.35367,803,367,11392445,302,37.61,183.4,-81.4
21-Nov-19,14230,14271.2,14129.05,14167.6,14181.29393,1252,403,17754980,545,43.53,142.15,-62.4
20-Nov-19,14111,14287.9,13990,14226.75,14130.92013,5108,656,72180740,3582,70.13,297.9,115.75
19-Nov-19,14155,14198.7,14021.6,14107.25,14104.74341,1138,400,16051198,436,38.31,177.1,-47.75
18-Nov-19,14320.8,14320.8,14054.05,14081.9,14112.5481,5696,984,80385074,4593,80.64,266.75,-238.9
15-Nov-19,14201.05,14434.7,14166.15,14297.2,14306.78667,4022,968,57541896,2515,62.53,268.55,96.15
14-Nov-19,14261.85,14280.55,14101.3,14237.4,14191.28875,1271,530,18037128,445,35.01,179.25,-24.45
13-Nov-19,14128,14328.7,14063.8,14234.75,14225.02277,2811,743,39986539,1908,67.88,264.9,106.75
11-Nov-19,14500,14579.2,14050,14107.5,14237.28388,3808,1369,54215577,1144,30.04,529.2,-392.5
08-Nov-19,14714,14839,14399.05,14474.65,14604.74008,2747,918,40119221,951,34.62,439.95,-239.35
07-Nov-19,14688.2,14784,14558,14719.6,14658.85749,3754,1467,55029351,2785,74.19,226,31.4
06-Nov-19,14680,14810.8,14595,14651.7,14708.9197,2279,522,33521628,663,29.09,215.8,-28.3
05-Nov-19,14835.5,14859.35,14606,14650.35,14711.99599,1745,681,25672433,793,45.44,253.35,-185.15
04-Nov-19,15022,15078,14800,14817.05,14910.78634,805,390,12003183,382,47.45,278,-204.95
01-Nov-19,14965,15068.85,14891.95,14964.3,14973.75061,814,369,12188633,214,26.29,176.9,-0.7
31-Oct-19,15035,15150,14798.1,14961.4,15014.79165,2179,833,32717231,668,30.66,351.9,-73.6
30-Oct-19,14765,14999,14765,14958.6,14919.77591,2084,657,31092813,972,46.64,234,193.6
29-Oct-19,14911,14911,14509.2,14675.2,14785.12542,7471,583,110459672,6723,89.99,401.8,-235.8
27-Oct-19,14874.95,14930,14778.95,14808.3,14831.90529,813,254,12058339,290,35.67,151.05,-66.65
25-Oct-19,14746,14897.95,14472,14794.85,14712.00901,5325,1480,78341448,3501,65.75,425.95,48.85
24-Oct-19,15022,15022,14626,14677.2,14770.73236,2253,762,33278460,1116,49.53,396,-344.8
23-Oct-19,15099,15120,14932.15,14982.35,15016.6708,2339,700,35123993,988,42.24,187.85,-116.65
22-Oct-19,14921,15113,14840,15039.1,14987.22583,7240,1639,108507515,4336,59.89,273,118.1
18-Oct-19,14510,14921.6,14392.35,14838.3,14645.98475,3148,1062,46105560,1070,33.99,529.25,328.3
17-Oct-19,14415,14606.6,14160.8,14512.75,14419.97026,8340,2224,120262552,6215,74.52,445.8,97.75
16-Oct-19,14088,14410,14088,14348.6,14264.0342,2281,674,32536262,1167,51.16,322,260.6
15-Oct-19,14175,14198,13711.6,14080.65,14013.02649,4001,837,56066119,1938,48.44,486.4,-94.35
14-Oct-19,14100,14214.75,14040,14174.1,14155.52035,2260,741,31991476,1180,52.21,174.75,74.1
11-Oct-19,13840,14060,13840,14038.6,13985.92239,3041,948,42531190,1268,41.7,220,198.6
10-Oct-19,13813.15,13866,13700,13839.85,13802.10875,1554,472,21448477,734,47.23,166,26.7
09-Oct-19,13650,13908.4,13600,13875.5,13773.81863,2222,680,30605425,795,35.78,308.4,225.5
07-Oct-19,13522,13690.95,13464,13599.95,13601.87275,2051,644,27897441,674,32.86,226.95,77.95
04-Oct-19,13710,13778.6,13338.15,13455.45,13512.45919,2132,910,28808563,918,43.06,440.45,-254.55
03-Oct-19,13699,13739.65,13579,13710.9,13667.52722,1047,356,14309901,342,32.66,160.65,11.9
01-Oct-19,13938.95,13938.95,13629.7,13677.55,13751.82002,2278,848,31326646,1243,54.57,309.25,-261.4
30-Sep-19,13741.85,13990,13683,13912.5,13810.47414,1624,599,22428210,428,26.35,307,170.65
27-Sep-19,13800.15,13897.7,13600,13741.85,13732.0524,4695,1456,64471986,1279,27.24,297.7,-58.3
26-Sep-19,13563,14128.25,13550,13945.1,13857.23821,7359,1895,101975416,2651,36.02,578.25,382.1
25-Sep-19,13430,13503.95,13315.05,13463.45,13387.50538,1765,630,23628947,726,41.13,188.9,33.45
24-Sep-19,13710,13710,13325,13430.75,13468.9076,2684,1094,36150548,1005,37.44,385,-279.25
23-Sep-19,13532,14300,13400,13669.85,13856.11834,8594,2676,119079481,3422,39.82,900,137.85
20-Sep-19,12693.9,13620,12541.45,13502.35,13269.39158,11183,3637,148391606,4071,36.4,1078.55,808.45
19-Sep-19,12822,12888,12634.75,12699.45,12709.91441,1776,579,22572808,685,38.57,253.25,-122.55
18-Sep-19,12785.5,12895.45,12650,12870.35,12775.60501,1157,438,14781375,316,27.31,245.45,84.85
17-Sep-19,12800,12847.5,12709.15,12763.05,12775.0729,1948,619,24885842,1171,60.11,138.35,-36.95
16-Sep-19,12690,12864.9,12616.5,12843.45,12769.33558,1633,564,20852325,677,41.46,248.4,153.45
13-Sep-19,12658,12716.9,12510,12696.35,12634.37709,6041,928,76324272,1483,24.55,206.9,38.35
12-Sep-19,12756.8,12829,12525,12567.45,12622.67704,2025,799,25560921,802,39.6,304,-189.35
11-Sep-19,12830,12830,12663.75,12757.2,12739.03374,1393,685,17745474,600,43.07,166.25,-72.8
09-Sep-19,12600,12876.5,12600,12842.3,12787.13249,1819,693,23259794,570,31.34,276.5,242.3
06-Sep-19,12355,12714.85,12355,12572.2,12583.42167,2879,751,36227671,338,11.74,359.85,217.2
05-Sep-19,12580.75,12668.7,12515,12604.05,12604.25172,1895,604,23885057,509,26.86,153.7,23.3
04-Sep-19,12711,12785.1,12350,12465.15,12525.80018,4514,1231,56541462,1241,27.49,435.1,-245.85
03-Sep-19,12850,12895,12607,12684.3,12765.52375,2253,840,28760725,1029,45.67,288,-165.7
30-Aug-19,12764,12946.15,12568.5,12849.95,12714.76981,3749,1360,47667672,847,22.59,377.65,85.95
29-Aug-19,12620,12887,12620,12713.9,12742.35823,7537,1713,96039154,2599,34.48,267,93.9
28-Aug-19,12440,12850.55,12425,12514.7,12604.03171,3248,1057,40937895,739,22.75,425.55,74.7
27-Aug-19,12395,12542.55,12350,12473.45,12441.76787,1245,460,15490001,522,41.93,192.55,78.45
26-Aug-19,12566,12592,12234.95,12390.9,12340.57314,2338,932,28852260,708,30.28,357.05,-175.1
23-Aug-19,12453,12521.4,12278.55,12451.25,12415.15512,1818,703,22570752,370,20.35,242.85,-1.75
22-Aug-19,12649.9,12795.7,12410.85,12458.55,12554.27735,3912,1441,49112333,972,24.85,384.85,-191.35
21-Aug-19,11970.35,12635,11970.35,12587.45,12462.62303,12696,3682,158225462,5330,41.98,664.65,617.1
20-Aug-19,12072,12142.65,11927.55,11963.35,12023.75494,1518,573,18252060,478,31.49,215.1,-108.65
19-Aug-19,12007,12250,12007,12058.7,12158.8886,1158,418,14079993,475,41.02,243,51.7
16-Aug-19,12099,12099,11933.7,12011.1,12008.67541,915,389,10987938,389,42.51,165.3,-87.9
14-Aug-19,11938,12154,11871.9,12030.8,12056.90328,1861,688,22437897,420,22.57,282.1,92.8
13-Aug-19,12000,12189.9,11806.5,11871.9,12046.6278,2899,916,34923174,853,29.42,383.4,-128.1
09-Aug-19,11879,12266.25,11700,11981.5,11973.82428,5304,1572,63509164,2081,39.23,566.25,102.5
08-Aug-19,11822,11933.7,11785,11844.15,11858.07049,6426,778,76199961,2115,32.91,148.7,22.15
07-Aug-19,11869,11908.95,11750,11771.95,11829.22661,1518,595,17956766,534,35.18,158.95,-97.05
06-Aug-19,11740,11994.8,11717,11832.1,11865.73953,2699,834,32025631,1143,42.35,277.8,92.1
05-Aug-19,11580,11912,11545,11727.3,11729.87194,3186,1049,37371372,1114,34.97,367,147.3
02-Aug-19,11520,11525,11299.95,11427.85,11428.27919,15613,839,178429723,663,4.25,225.05,-92.15
01-Aug-19,11680,11680,11448.5,11544.1,11519.57714,1050,393,12095556,422,40.19,231.5,-135.9
31-Jul-19,11531.25,11729.75,11407,11671.7,11567.85923,959,363,11093577,348,36.29,322.75,140.45
30-Jul-19,11660,11694.85,11500,11531.2,11591.89486,837,415,9702416,326,38.95,194.85,-128.8
29-Jul-19,11619,11682,11477.4,11621.65,11601.99613,3357,338,38947901,191,5.69,204.6,2.65
26-Jul-19,11538.55,11664,11470.2,11619.95,11581.44476,1059,309,12264750,274,25.87,193.8,81.4
25-Jul-19,11522.05,11655.6,11450,11492.25,11510.81168,1370,420,15769812,598,43.65,205.6,-29.8
24-Jul-19,11508.4,11602.8,11302.65,11480.45,11417.85814,1001,379,11429276,283,28.27,300.15,-27.95
23-Jul-19,11317,11680,11317,11467.55,11539.81904,1796,630,20725515,653,36.36,363,150.55
22-Jul-19,11500,11571,11270.7,11317.7,11375.9936,1563,514,17780678,549,35.12,300.3,-182.3
19-Jul-19,11646,11719,11512,11552.8,11592.302,851,356,9865049,306,35.96,207,-93.2
18-Jul-19,11705.7,11740,11547.45,11582.75,11600.46364,1609,511,18665146,798,49.6,192.55,-122.95
17-Jul-19,11666,11742.4,11618,11699.3,11689.31236,461,216,5388773,134,29.07,124.4,33.3
16-Jul-19,11525,11720,11489.3,11697.35,11629.4245,1159,390,13478503,562,48.49,230.7,172.35
15-Jul-19,11681,11692.95,11466.2,11483.8,11521.93952,992,424,11429764,479,48.29,226.75,-197.2
12-Jul-19,11567,11715.2,11511.1,11679.05,11662.5273,1978,647,23068479,1147,57.99,204.1,112.05
11-Jul-19,11575.65,11593.9,11475,11497,11504.9254,9383,396,107950715,8858,94.4,118.9,-78.65
10-Jul-19,11651.5,11797,11530.05,11554.6,11583.41309,9688,481,112220106,8818,91.02,266.95,-96.9
09-Jul-19,11756.5,11804.75,11650,11685.6,11720.87116,1009,439,11826359,448,44.4,154.75,-70.9
08-Jul-19,11929,11929,11763,11801.25,11818.06698,1060,399,12527151,391,36.89,166,-127.75
05-Jul-19,11959,11998,11843.6,11953.6,11939.46462,975,356,11640978,332,34.05,154.4,-5.4
04-Jul-19,11843.9,11959.1,11843.9,11879.6,11894.41905,525,187,6244570,180,34.29,115.2,35.7
03-Jul-19,11965,11985.55,11787,11808.85,11871.6792,1197,365,14210400,409,34.17,198.55,-156.15
02-Jul-19,11898,11998.95,11802.4,11965.55,11921.16945,1316,384,15688259,394,29.94,196.55,67.55
01-Jul-19,11949,12025.65,11820,11852.45,11940.31006,1819,577,21719424,914,50.25,205.65,-96.55
28-Jun-19,11849,11940,11759,11920.65,11885.41394,2109,659,25066338,1122,53.2,181,71.65
27-Jun-19,11857.1,11857.1,11686.1,11809.55,11722.8189,46423,3976,544208422,1333,2.87,171,-47.55
26-Jun-19,11705.1,11947.95,11675,11800.6,11840.61981,8985,1071,106387969,3152,35.08,272.95,95.5
25-Jun-19,11665.65,11717.6,11618.15,11705.1,11686.77997,609,206,7117249,138,22.66,99.45,39.45
24-Jun-19,11616.15,11751,11616.15,11708.6,11694.04304,790,285,9238294,397,50.25,134.85,92.45
21-Jun-19,11700,11782.15,11534.9,11596,11680.61568,1301,582,15196481,600,46.12,247.25,-104
20-Jun-19,11650,11750,11500,11718.35,11657.49652,1436,406,16740165,713,49.65,250,68.35
19-Jun-19,11500,11644.95,11464.5,11613.85,11593.45614,1254,386,14538194,493,39.31,180.45,113.85
18-Jun-19,11525,11544.95,11305,11454.95,11417.7305,1833,569,20928700,566,30.88,239.95,-70.05
17-Jun-19,11555,11616.15,11430.05,11472.35,11496.77543,21913,501,251928840,16470,75.16,186.1,-82.65
14-Jun-19,11625,11722,11452.2,11490.05,11585.44217,1366,436,15825714,602,44.07,269.8,-134.95
13-Jun-19,11670,11671,11572.75,11608.95,11613.12564,5882,608,68308405,694,11.8,98.25,-61.05
12-Jun-19,11641,11760,11530.55,11713.75,11655.19764,3891,854,45350374,1003,25.78,229.45,72.75
11-Jun-19,11750,11820,11518.5,11641.3,11654.06427,6302,1358,73443913,3226,51.19,301.5,-108.7
10-Jun-19,11512,11820,11452.5,11747.4,11698.6,2775,850,32463615,1683,60.65,367.5,235.4
07-Jun-19,11614.5,11630.85,11451.7,11508.75,11513.14319,3394,1275,39075608,1819,53.59,179.15,-105.75
06-Jun-19,11583.2,11666,11551.7,11599.55,11624.97037,1620,550,18832452,607,37.47,114.3,16.35
04-Jun-19,11694,11694,11427.25,11526,11496.5722,3345,962,38456034,1375,41.11,266.75,-168
03-Jun-19,11500,11704,11487,11691.55,11668.26786,3793,1015,44257740,2195,57.87,217,191.55
31-May-19,11320,11525.5,11320,11486.65,11444.16394,3361,878,38463835,992,29.52,205.5,166.65
30-May-19,11176.05,11341.45,11176,11291.1,11280.17617,1981,599,22346029,743,37.51,165.45,115.05
29-May-19,11050,11265,11001,11179.55,11165.83048,2802,793,31286657,742,26.48,264,129.55
28-May-19,11036,11170,10953.05,11147.5,11117.99861,3593,731,39946969,2150,59.84,216.95,111.5
27-May-19,10701,11055,10701,11007.85,10946.92266,9439,563,103328003,8190,86.77,354,306.85
24-May-19,10948.95,10948.95,10611.25,10692.35,10689.24987,1901,686,20320264,592,31.14,337.7,-256.6
23-May-19,10821.2,10989,10688,10764.4,10798.6117,9884,1183,106733478,6949,70.31,301,-56.8
22-May-19,10626.45,10780,10611.15,10689.9,10684.66008,2177,592,23260505,868,39.87,168.85,63.45
21-May-19,10989.95,10989.95,10532.05,10595.7,10730.42055,2492,841,26740208,863,34.63,457.9,-394.25
20-May-19,10601,10888,10582.75,10781.2,10713.11391,3696,896,39595669,1297,35.09,305.25,180.2
17-May-19,10309.95,10522.85,10270,10452.6,10414.32132,2524,765,26285747,463,18.34,252.85,142.65
16-May-19,10333,10391.25,10257,10284.05,10328.73979,1322,465,13654594,404,30.56,134.25,-48.95
15-May-19,10386.15,10501.95,10225.1,10281.4,10384.09409,20756,1417,215532257,15879,76.5,276.85,-104.75
14-May-19,10316.9,10316.9,10126.45,10214.7,10203.26987,2479,646,25293906,741,29.89,190.45,-102.2
13-May-19,10199,10432.05,10199,10316.55,10339.45973,12168,630,125810546,10783,88.62,233.05,117.55
10-May-19,10410,10435.6,10152.55,10237.85,10295.8677,2328,681,23968780,434,18.64,283.05,-172.15
09-May-19,10320,10409.7,10222,10357.4,10326.02343,1707,487,17626522,679,39.78,187.7,37.4
08-May-19,10472,10560,10284.2,10305.55,10343.65077,21490,413,222285055,14464,67.31,275.8,-166.45
07-May-19,10498,10596.75,10400,10471.85,10508.11078,993,300,10434554,278,28,196.75,-26.15
06-May-19,10401,10486.25,10323,10388.8,10406.98678,1588,595,16526295,609,38.35,163.25,-12.2
03-May-19,10601,10636.1,10389,10501.9,10475.88907,1839,588,19265160,672,36.54,247.1,-99.1
02-May-19,10900,10900,10550,10604.05,10745.37539,11652,524,125205114,8613,73.92,350,-295.95
30-Apr-19,10879.2,10955,10850.1,10903.2,10899.67913,1337,339,14572871,581,43.46,104.9,24
26-Apr-19,10852.7,11044,10850,10970.05,10960.659,1478,537,16199854,393,26.59,194,117.35
25-Apr-19,10820,10980,10820,10880.15,10903.55968,997,351,10870849,349,35,160,60.15
24-Apr-19,10900.05,11020,10726.95,10832.35,10851.27206,1768,624,19185049,578,32.69,293.05,-67.7
23-Apr-19,10899.95,10971.1,10851,10922.8,10938.54816,1007,308,11015118,453,44.99,120.1,22.85
22-Apr-19,10950.3,10960.6,10875.85,10909.85,10910.57143,602,242,6568164,223,37.04,84.75,-40.45
18-Apr-19,11203.95,11229.1,10852.65,10952.7,11058.91536,1146,376,12673517,241,21.03,376.45,-251.25
16-Apr-19,11011,11199.4,11011,11131.25,11124.49003,1555,522,17298582,461,29.65,188.4,120.25
15-Apr-19,10975,11091.35,10899.15,10964.75,10986.19098,1241,411,13633863,403,32.47,192.2,-10.25
12-Apr-19,10779,10988.9,10779,10940.95,10917.33052,1183,348,12915202,482,40.74,209.9,161.95
11-Apr-19,10793.6,10882.3,10705.1,10761.55,10783.44857,1186,487,12789170,343,28.92,177.2,-32.05
10-Apr-19,10800.75,10842.2,10730.15,10808.4,10789.09538,1667,465,17985422,523,31.37,112.05,7.65
09-Apr-19,10881,10881,10735,10788.05,10783.37011,1305,467,14072298,361,27.66,146,-92.95
08-Apr-19,11010,11021,10840.2,10880.05,10890.04189,1695,528,18458621,586,34.57,180.8,-129.95
05-Apr-19,10970,11084.35,10912.2,11001.2,11009.33231,975,352,10734099,201,20.62,172.15,31.2
04-Apr-19,11005.05,11035.6,10870.2,10972.8,10964.55954,613,317,6721275,167,27.24,165.4,-32.25
03-Apr-19,10850,11050.8,10805,11004.35,10964.79206,2217,639,24308944,585,26.39,245.8,154.35
02-Apr-19,10940,10940,10700.05,10766.8,10775.16691,1348,454,14524925,332,24.63,239.95,-173.2
01-Apr-19,11000,11106.75,10830.45,10895.6,11026.39891,2201,544,24269104,754,34.26,276.3,-104.4
29-Mar-19,11040,11225,10800,10994.25,11102.48713,3806,1158,42256066,617,16.21,425,-45.75
28-Mar-19,10900,11100,10813.25,11027.9,10962.13877,5491,836,60193104,3460,63.01,286.75,127.9
27-Mar-19,10706.7,11080,10598.95,10853,10895.82136,7445,2025,81119390,1929,25.91,481.05,146.3
26-Mar-19,10550,10769,10533,10694.65,10644.78298,3608,830,38406377,1246,34.53,236,144.65
25-Mar-19,10599.95,10599.95,10303.15,10521.05,10419.45712,2542,706,26486260,658,25.89,296.8,-78.9
22-Mar-19,10518.95,10644.55,10518.9,10598.05,10586.60634,1072,391,11348842,294,27.43,125.65,79.1
20-Mar-19,10700,10759.95,10498.65,10534.95,10600.35184,2089,697,22144135,327,15.65,261.3,-165.05
19-Mar-19,10465,10719.95,10420.7,10677,10636.89474,2394,691,25464726,775,32.37,299.25,212
18-Mar-19,10363.8,10484,10280,10465,10396.014,2428,645,25241522,706,29.08,204,101.2
15-Mar-19,10746,10746,10241,10329,10454.25772,4276,1221,44702406,1492,34.89,505,-417
14-Mar-19,10749,10754,10545.35,10742.25,10676.87446,1617,548,17264506,471,29.13,208.65,-6.75
13-Mar-19,10530,10730,10500,10692.45,10644.00637,6125,1409,65194539,1783,29.11,230,162.45
12-Mar-19,10299.9,10500,10271,10435.85,10427.72698,6428,1087,67029429,3260,50.72,229,135.95
11-Mar-19,10143.3,10340,10042,10287.25,10211.10356,4384,1326,44765478,1833,41.81,298,143.95
08-Mar-19,10196.85,10197.15,10028.1,10105.7,10077.13096,12989,1229,130891854,7901,60.83,169.05,-91.15
07-Mar-19,10330.9,10357.1,10161,10196.85,10253.43509,4098,1021,42018577,1958,47.78,196.1,-134.05
06-Mar-19,10555,10560,10219.7,10354.85,10344.10268,4100,1032,42410821,1247,30.41,340.3,-200.15
05-Mar-19,10400,10550,10300,10507.95,10438.97595,9481,962,98971931,7977,84.14,250,107.95
01-Mar-19,10650,10650,10331.05,10435.7,10472.6037,9687,1311,101448112,1770,18.27,318.95,-214.3
28-Feb-19,10746.35,10762.1,10557.5,10627,10621.42807,2829,830,30048020,951,33.62,204.6,-119.35
27-Feb-19,10799,10799.7,10650,10700.05,10717.27116,1973,502,21145176,491,24.89,149.7,-98.95
26-Feb-19,10790,10852.1,10662.3,10787.75,10780.77889,2596,701,27986902,1172,45.15,189.8,-2.25
25-Feb-19,10743.1,10850,10700.9,10824,10793.927,2507,490,27060375,1342,53.53,149.1,80.9
22-Feb-19,10534.7,10709.95,10534.7,10687.3,10653.22136,2069,580,22041515,934,45.14,175.25,152.6
21-Feb-19,10500,10657.55,10431,10597.2,10598.53993,19960,1041,211546857,16821,84.27,226.55,97.2
20-Feb-19,10520.1,10615,10410,10530.8,10523.49893,1864,536,19615802,495,26.56,205,10.7
19-Feb-19,10548.95,10719.95,10356.45,10520.1,10563.56601,3613,1002,38166164,734,20.32,363.5,-28.85
18-Feb-19,10590,10590,10186.55,10344.4,10315.72211,4599,1207,47442006,989,21.5,403.45,-245.6
15-Feb-19,10450,10730.1,10255,10582.1,10498.90354,12948,3165,135939803,2132,16.47,475.1,132.1
14-Feb-19,10600,10791.2,10405.4,10611.55,10619.53718,6562,1632,69685403,1425,21.72,385.8,11.55
13-Feb-19,10965,10965,10485.15,10572.9,10774.27057,7196,1551,77531651,2267,31.5,479.85,-392.1
12-Feb-19,10780,10851.75,10616.65,10798.65,10739.91971,4110,1059,44141070,905,22.02,235.1,18.65
11-Feb-19,11278,11300,10792,10820.25,10952.36051,8158,1942,89349357,1692,20.74,508,-457.75
08-Feb-19,11713.1,11747.05,11160.05,11278.2,11389.10256,6445,1672,73402766,1247,19.35,587,-434.9
07-Feb-19,11666,11777,11539.7,11714.45,11658.58553,1672,428,19493155,379,22.67,237.3,48.45
06-Feb-19,11666,11672,11469.95,11598.35,11568.16128,3621,794,41888312,1198,33.08,202.05,-67.65
05-Feb-19,11540,11660,11446.1,11596.2,11607.64238,3157,915,36645327,1169,37.03,213.9,56.2
04-Feb-19,11599,11670,11502.9,11585.55,11570.03824,2118,515,24505341,815,38.48,167.1,-13.45
01-Feb-19,11499,11632.55,11447.7,11568.25,11528.31697,2546,554,29351095,705,27.69,184.85,69.25
31-Jan-19,11115.25,11559.9,11115.25,11469.8,11446.77955,5711,684,65372558,4219,73.87,444.65,354.55
30-Jan-19,11394.9,11444.7,11290,11394.15,11383.74624,1064,340,12112306,197,18.52,154.7,-0.75
29-Jan-19,11383,11450,11308.2,11407.1,11391.49285,1749,502,19923721,832,47.57,141.8,24.1
28-Jan-19,11343,11400,11175.7,11325.45,11333.84454,2528,778,28651959,839,33.19,224.3,-17.55
25-Jan-19,11470,11506.9,11294,11343.8,11401.63318,1314,426,14981746,441,33.56,212.9,-126.2
24-Jan-19,11340,11470.05,11340,11430.55,11417.00177,2263,787,25836675,1190,52.59,130.05,90.55
23-Jan-19,11152,11343.95,11152,11310.55,11311.09103,1461,381,16525504,656,44.9,191.95,158.55
22-Jan-19,11275,11449.65,11200,11215.6,11268.26218,5153,1366,58065355,1439,27.93,249.65,-59.4
21-Jan-19,11322,11322,11164.25,11231.95,11249.55165,1762,564,19821710,422,23.95,157.75,-90.05
18-Jan-19,11200,11312.1,11167.25,11241.05,11247.13725,2929,513,32942865,2091,71.39,144.85,41.05
17-Jan-19,11190,11229.95,11124,11169.9,11181.2744,1465,426,16380567,599,40.89,105.95,-20.1
16-Jan-19,11253.8,11265.45,10996.35,11048.85,11080.5539,4351,926,48211490,2404,55.25,269.1,-204.95
15-Jan-19,11252.45,11332.45,11201.85,11286.85,11279.33254,1254,434,14144283,368,29.35,130.6,34.4
14-Jan-19,11389.95,11389.95,11191.95,11224.65,11233.21735,7030,869,78969518,5593,79.56,198,-165.3
11-Jan-19,11400.05,11446.65,11175.6,11265.05,11275.09553,1654,647,18649008,510,30.83,271.05,-135
10-Jan-19,11260,11467.8,11157.55,11416.85,11323.0376,8937,1215,101193987,6342,70.96,310.25,156.85
09-Jan-19,11107.35,11276.85,11086.8,11252.2,11226.66588,4675,789,52484663,2065,44.17,190.05,144.85
08-Jan-19,10853.65,11232.9,10701.05,11016.8,10888.96061,13964,1330,152053446,9715,69.57,531.85,163.15
07-Jan-19,10870,10940.25,10719.25,10779.45,10789.24256,5916,1167,63829159,2512,42.46,221,-90.55
04-Jan-19,11200,11200,10666.9,10878.3,11034.46682,14436,2353,159293563,7171,49.67,533.1,-321.7
03-Jan-19,11133.45,11499,11050,11191.1,11205.27019,28106,3172,314935324,19534,69.5,449,57.65
02-Jan-19,11001.6,11145,10941.15,11041.05,11044.77262,1702,525,18798203,600,35.25,203.85,39.45
01-Jan-19,11112,11226.85,10991.05,11061.9,11074.86499,6029,349,66770361,5135,85.17,235.8,-50.1
31-Dec-18,11350,11362.05,11043,11107.25,11175.95252,13836,614,154630479,12041,87.03,319.05,-242.75
28-Dec-18,11009,11287.85,10960,11235.6,11111.62991,13721,726,152462674,11595,84.51,327.85,226.6
27-Dec-18,10850,10971,10833.1,10936.3,10898.45112,4675,812,50950259,2522,53.95,137.9,86.3
26-Dec-18,10950,10975.5,10750.15,10764.3,10802.10085,3768,497,40702316,1976,52.44,225.35,-185.7
24-Dec-18,11119.05,11219.3,10849,10931.25,11036.20023,864,276,9535277,241,27.89,370.3,-187.8
