Date,Open Price,High_Price,Low Price,Close Price,WAP,No.of Shares,No. of Trades,Total Turnover (Rs.),Deliverable Quantity,% Deli. Qty to Traded Qty,Spread High-Low,Spread Close-Open
29-May-14,4746,4798,4730,4767.65,4750.848276,2320,721,11021968,1160,50,68,21.65
28-May-14,4740.5,4782.5,4716.65,4745.35,4737.496517,2584,814,12241691,1512,58.51,65.85,4.85
27-May-14,4710.1,4736.55,4710.1,4723.4,4726.926829,1763,539,8333572,997,56.55,26.45,13.3
26-May-14,4780,4790,4700,4722.75,4727.957269,1919,743,9072950,1085,56.54,90,-57.25
23-May-14,4799,4799,4699.95,4728.2,4731.720791,2174,1008,10286761,942,43.33,99.05,-70.8
22-May-14,4725,4750,4620,4732.2,4717.78455,6874,1073,32430051,4440,64.59,130,7.2
21-May-14,4590,4699,4571.5,4683.75,4639.669395,2810,940,13037471,1339,47.65,127.5,93.75
20-May-14,4585,4585,4536,4562.55,4553.653083,4785,1470,21789230,3018,63.07,49,-22.45
19-May-14,4685.55,4685.55,4565.05,4580.55,4597.94424,4358,1441,20037841,2880,66.09,120.5,-105
16-May-14,4789.9,4790,4601.6,4647.95,4670.542965,4783,1526,22339207,3029,63.33,188.4,-141.95
15-May-14,4796.85,4800,4691,4699.7,4712.394207,6801,1351,32048993,4322,63.55,109,-97.15
14-May-14,4800,4800,4732,4757,4752.488329,6512,1495,30948204,3498,53.72,68,-43
13-May-14,4844.7,4869.75,4820,4851.35,4844.056391,2394,849,11596671,1326,55.39,49.75,6.65
12-May-14,4799,4834.4,4775,4824.35,4809.485184,3881,1322,18665612,2019,52.02,59.4,25.35
09-May-14,4711,4785.5,4690,4768.5,4728.98519,3106,839,14688228,1752,56.41,95.5,57.5
08-May-14,4700,4720,4690,4699.1,4701.929339,1302,437,6121912,721,55.38,30,-0.9
07-May-14,4709,4710,4665.2,4676.15,4691.677729,4369,947,20497940,3024,69.21,44.8,-32.85
06-May-14,4715,4753.6,4681,4694.9,4709.507706,5775,1608,27197407,1874,32.45,72.6,-20.1
05-May-14,4767.55,4767.55,4700,4706.5,4721.226994,1793,560,8465160,896,49.97,67.55,-61.05
02-May-14,4793.4,4793.4,4730.5,4751.25,4762.779193,942,412,4486538,541,57.43,62.9,-42.15
30-Apr-14,4719.8,4825,4690,4772,4739.63931,2839,844,13455836,1627,57.31,135,52.2
29-Apr-14,4721,4743.9,4702.1,4716.25,4717.672363,1697,564,8005890,962,56.69,41.8,-4.75
28-Apr-14,4850,4850,4711,4715.3,4733.003429,2625,751,12424134,1715,65.33,139,-134.7
25-Apr-14,4749.7,4777,4736.1,4757.95,4760.18642,2430,946,11567253,1456,59.92,40.9,8.25
23-Apr-14,4746.05,4751,4705,4726.2,4731.6696,1250,506,5914587,801,64.08,46,-19.85
22-Apr-14,4754.2,4754.25,4702,4715.1,4726.650709,2611,846,12341285,1522,58.29,52.25,-39.1
21-Apr-14,4899,4899,4721.1,4736.1,4739.001496,3342,976,15837743,2017,60.35,177.9,-162.9
17-Apr-14,4785,4795.5,4745,4762.5,4761.506605,4542,743,21626763,2581,56.83,50.5,-22.5
16-Apr-14,4854.1,4854.1,4772,4779.4,4804.245212,2402,720,11539797,1243,51.75,82.1,-74.7
15-Apr-14,4831.1,4890,4773,4830.3,4799.157589,3782,1087,18150414,2079,54.97,117,-0.8
11-Apr-14,4862.65,4890,4820,4829.35,4840.548547,2616,696,12662875,1818,69.5,70,-33.3
10-Apr-14,4954,4954,4837,4870.5,4886.643012,2311,744,11293032,1323,57.25,117,-83.5
09-Apr-14,4919,4959,4900,4910.85,4933.782677,1905,838,9398856,780,20.47,59,-8.15
07-Apr-14,4840.05,4944.75,4785.5,4903.3,4876.771457,4078,1391,19887474,2046,25.09,159.25,63.25
04-Apr-14,4868.15,4888.35,4825,4836.1,4840.868034,7608,390,36829324,7048,92.64,63.35,-32.05
03-Apr-14,4871.75,4894.95,4843.1,4884.15,4850.724419,36570,684,177390992,35545,97.2,51.85,12.4
02-Apr-14,4900,4914.1,4855,4864.5,4880.686301,9796,768,47811203,7955,81.21,59.1,-35.5
01-Apr-14,5030.05,5042.65,4840,4853.85,4876.005386,11326,1511,55225637,2624,23.17,202.65,-176.2
31-Mar-14,4955,5030,4927.15,5008.15,4994.185059,2945,863,14707875,1519,51.58,102.85,53.15
28-Mar-14,4884,4978.6,4844,4955.05,4934.906019,5001,1337,24679465,1930,38.59,134.6,71.05
27-Mar-14,4790,4880,4725,4835.7,4784.820246,6253,1304,29919481,3615,57.81,155,45.7
26-Mar-14,4728,4777,4718.6,4758.1,4738.920481,5244,1257,24850899,3304,63.01,58.4,30.1
25-Mar-14,4720,4750,4695,4709.15,4717.039968,2477,731,11684108,1596,64.43,55,-10.85
24-Mar-14,4827.95,4827.95,4704,4716.05,4712.223896,29880,1643,140801250,28278,94.64,123.95,-111.9
22-Mar-14,4758.4,4800,4750,4782.55,4778.036021,583,162,2785595,375,64.32,50,24.15
21-Mar-14,4831,4837.8,4717.05,4741.1,4819.300724,76778,1222,370016271,75247,98.01,120.75,-89.9
20-Mar-14,4801,4840,4801,4827.7,4829.373301,54227,465,261882426,53559,98.77,39,26.7
19-Mar-14,4833.15,4850,4801.35,4824.35,4826.43307,6320,1379,30503057,2822,44.65,48.65,-8.8
18-Mar-14,4830,4839,4712.25,4759.1,4743.078256,8485,1425,40245019,4939,58.21,126.75,-70.9
14-Mar-14,4790,4790,4712,4751.7,4746.495814,2628,531,12473791,1041,39.61,78,-38.3
13-Mar-14,4794.2,4811.35,4745.5,4773.5,4778.216993,2401,657,11472499,1398,58.23,65.85,-20.7
12-Mar-14,4810,4816.65,4778.75,4792.8,4798.786439,1578,347,7572485,915,57.98,37.9,-17.2
11-Mar-14,4820,4835,4770,4795.35,4797.165827,2183,666,10472213,1117,51.17,65,-24.65
10-Mar-14,4930,4930,4780,4811.8,4815.503221,3726,1198,17942565,1894,50.83,150,-118.2
07-Mar-14,4890,4925,4855.25,4894.85,4891.255167,2371,784,11597166,1182,49.85,69.75,4.85
06-Mar-14,4781,4901.9,4779.6,4882.9,4865.664256,8986,2296,43722859,4354,48.45,122.3,101.9
05-Mar-14,4720,4825,4720,4782.65,4755.143763,2838,832,13495098,1480,52.15,105,62.65
04-Mar-14,4692,4715.5,4650.9,4702.8,4697.966248,4859,1368,22827418,2633,54.19,64.6,10.8
03-Mar-14,4874.9,4881,4630,4663.05,4719.724031,10349,3714,48844424,6007,58.04,251,-211.85
28-Feb-14,5021,5021,4796.2,4849.8,4884.797153,7518,2259,36723905,4491,59.74,224.8,-171.2
26-Feb-14,5004.5,5013,4952,5000,5000.040266,12343,906,61715497,1930,15.64,61,-4.5
25-Feb-14,5044.3,5044.3,4985,5007.25,5013.138695,2437,724,12217019,1920,78.79,59.3,-37.05
24-Feb-14,5054.4,5060,5016.4,5036.6,5049.49785,1163,417,5872566,808,69.48,43.6,-17.8
21-Feb-14,5040,5066.6,5025,5038.45,5052.859833,2390,472,12076335,1931,80.79,41.6,-1.55
20-Feb-14,5049.5,5070,5026.15,5042.95,5052.745445,1976,1009,9984225,1495,75.66,43.85,-6.55
19-Feb-14,5054,5077.3,5024,5057.35,5055.853179,1982,641,10020701,1487,75.03,53.3,3.35
18-Feb-14,5013.95,5043.2,4999,5026.15,5023.29037,675,284,3390721,449,66.52,44.2,12.2
17-Feb-14,5145,5145,4940.4,5010.85,5046.654279,2045,568,10320408,949,46.41,204.6,-134.15
14-Feb-14,5123.8,5137.6,5051,5075.4,5102.616925,3096,920,15797702,1363,44.02,86.6,-48.4
13-Feb-14,5128,5199,5079.25,5105.1,5133.169849,4451,1461,22847739,2364,53.11,119.75,-22.9
12-Feb-14,5082.5,5114,5042.25,5070.35,5087.556799,3486,691,17735223,2614,74.99,71.75,-12.15
11-Feb-14,5016.7,5149,5016.7,5055.85,5071.457231,4232,1093,21462407,2510,59.31,132.3,39.15
10-Feb-14,5008.45,5040,4970,5031.75,5027.767398,1049,357,5274128,571,54.43,70,23.3
07-Feb-14,5020,5030.75,5001.2,5014.55,5018.400309,1294,432,6493810,795,61.44,29.55,-5.45
06-Feb-14,5019.4,5025,4990,5008.8,5005.290536,1659,465,8303777,893,53.83,35,-10.6
05-Feb-14,4982.8,5036.95,4975,5011.9,5021.704068,1524,560,7653077,929,60.96,61.95,29.1
04-Feb-14,4940.05,5010,4930.85,4972,4975.121538,2600,980,12935316,1306,50.23,79.15,31.95
03-Feb-14,5044,5044,4923.1,4940.05,5021.352122,8622,781,43294098,7790,90.35,120.9,-103.95
31-Jan-14,4960.15,5091.4,4905.2,5044.3,4988.279922,5105,1250,25465169,3643,71.36,186.2,84.15
30-Jan-14,5025,5025,4933.1,4952.8,4957.92465,2787,828,13817736,1628,58.41,91.9,-72.2
29-Jan-14,4989.9,5039.9,4973.5,5028.6,5024.555848,761,303,3823687,404,53.09,66.4,38.7
28-Jan-14,5055,5059,4960.1,4970.3,5019.88519,2343,687,11761591,1638,69.91,98.9,-84.7
27-Jan-14,5090,5110,5031,5051.9,5072.407632,3302,831,16749090,1676,50.76,79,-38.1
24-Jan-14,5094,5109.3,5075,5085.55,5090.942162,3164,909,16107741,1637,51.74,34.3,-8.45
23-Jan-14,5131.5,5167.95,5087,5098.5,5118.430987,3253,899,16650256,1647,50.63,80.95,-33
22-Jan-14,5167.35,5169.7,5135,5140.95,5150.552727,1925,536,9914814,1133,58.86,34.7,-26.4
21-Jan-14,5200,5200,5150,5169.55,5179.989726,1752,519,9075342,1059,60.45,50,-30.45
20-Jan-14,5219,5225,5180,5208.2,5197.433126,2572,857,13367798,1310,50.93,45,-10.8
17-Jan-14,5163.4,5250,5152,5236.95,5212.579495,2497,882,13015811,1413,56.59,98,73.55
16-Jan-14,5259.2,5273.9,5130,5141.7,5167.86546,4363,1412,22547397,2596,59.5,143.9,-117.5
15-Jan-14,5390,5390,5175,5230.7,5294.241585,4367,1298,23119953,2370,54.27,215,-159.3
14-Jan-14,5404.35,5414.4,5350.6,5378.5,5380.256519,1879,583,10109502,802,42.68,63.8,-25.85
13-Jan-14,5425,5444.25,5375.65,5420.15,5411.270766,3708,1116,20064992,1698,45.79,68.6,-4.85
10-Jan-14,5394.5,5447,5351.15,5412.85,5394.478654,3982,1009,21480814,2142,53.79,95.85,18.35
09-Jan-14,5424,5424,5363,5370.85,5379.536139,2352,566,12652669,992,42.18,61,-53.15
08-Jan-14,5412,5425,5379.3,5407.2,5411.773987,2814,782,15228732,1477,52.49,45.7,-4.8
07-Jan-14,5391,5422,5355.55,5378.15,5395.536887,2589,793,13969045,1136,43.88,66.45,-12.85
06-Jan-14,5352,5445,5336,5380.45,5387.996855,4134,1310,22273979,1548,37.45,109,28.45
03-Jan-14,5361,5585,5305.1,5334.95,5405.820202,21513,5030,116295410,7157,33.27,279.9,-26.05
02-Jan-14,5337.5,5350.1,5210,5290.6,5305.266325,3905,1107,20717065,2328,59.62,140.1,-46.9
01-Jan-14,5310.15,5337.45,5301,5310.5,5318.368681,1622,617,8626394,855,52.71,36.45,0.35
31-Dec-13,5354.5,5356.8,5280.5,5297.25,5310.629715,1299,452,6898508,710,54.66,76.3,-57.25
30-Dec-13,5445,5445,5330,5337.7,5346.352442,1413,417,7554396,658,46.57,115,-107.3
27-Dec-13,5445,5445,5327.2,5338.05,5373.368693,1546,632,8307228,897,58.02,117.8,-106.95
26-Dec-13,5409.75,5432,5346,5364.1,5385.347807,2280,735,12278593,1070,46.93,86,-45.65
24-Dec-13,5505,5548,5362,5393.2,5452.230346,9807,2829,53470023,3016,30.75,186,-111.8
23-Dec-13,5498,5541,5400,5490.15,5482.315258,26943,2123,147710020,22236,82.53,141,-7.85
20-Dec-13,5350,5550,5300.25,5469.8,5435.037572,12110,2825,65818305,6866,56.7,249.75,119.8
19-Dec-13,5245,5372,5200,5350.9,5323.404812,17250,2299,91828733,14160,82.09,172,105.9
18-Dec-13,5185,5248,5185,5219.55,5220.90378,2328,846,12154264,1101,47.29,63,34.55
17-Dec-13,5049,5194.5,5049,5178.85,5160.719141,5914,1697,30520493,2095,35.42,145.5,129.85
16-Dec-13,4987,5109.95,4937,5043.2,5045.174152,4921,1427,24827302,1595,32.41,172.95,56.2
13-Dec-13,5010,5046.9,4912,4928.6,4981.463596,3365,1138,16762625,1742,51.77,134.9,-81.4
12-Dec-13,5005,5080.05,4995,5009.2,5034.181169,2942,767,14810561,1153,39.19,85.05,4.2
11-Dec-13,5022,5038.5,4989.2,5002.55,5003.17037,3645,949,18236556,1894,51.96,49.3,-19.45
10-Dec-13,5044.25,5060,5015,5028.15,5031.886658,2391,760,12031241,1067,44.63,45,-16.1
09-Dec-13,5125,5145,5015.35,5042.1,5082.120438,2192,731,11140008,911,41.56,129.65,-82.9
06-Dec-13,5078.6,5126.75,5051,5071.55,5073.793635,2985,875,15145274,1435,48.07,75.75,-7.05
05-Dec-13,5045,5137.1,5045,5077.5,5100.601402,3708,1072,18913030,1861,50.19,92.1,32.5
04-Dec-13,5109.9,5140,5001.1,5042.4,5075.022432,3700,1080,18777583,1787,48.3,138.9,-67.5
03-Dec-13,5200,5226.7,5091,5110.35,5139.36859,3744,1120,19241796,2140,57.16,135.7,-89.65
02-Dec-13,5175,5241.85,5146,5187.95,5208.155345,3695,1226,19244134,1793,48.53,95.85,12.95
29-Nov-13,5248,5274,5110,5137.3,5169.031281,7161,2929,37015433,3952,55.19,164,-110.7
28-Nov-13,5380,5380,5200,5218.65,5276.217448,12357,3373,65198219,4850,39.25,180,-161.35
27-Nov-13,5220,5555.5,5160,5449.85,5383.559152,53236,10223,286599155,9241,17.36,395.5,229.85
26-Nov-13,5449,5499.9,5125,5238.9,5324.711191,17309,3583,92165426,6110,35.3,374.9,-210.1
25-Nov-13,5487,5520,5400,5436.45,5439.387102,6311,1738,34327972,3091,48.98,120,-50.55
22-Nov-13,5600,5602,5425,5467.5,5486.891583,3671,1230,20142379,1715,46.72,177,-132.5
21-Nov-13,5550.2,5574.9,5478,5491.65,5506.888668,1006,385,5539930,471,46.82,96.9,-58.55
20-Nov-13,5598.5,5617,5519,5548.55,5579.867944,3809,936,21253717,3305,86.77,98,-49.95
19-Nov-13,5666.15,5674.9,5579.95,5604.1,5606.405071,3234,881,18131114,2459,76.04,94.95,-62.05
18-Nov-13,5693.55,5698.8,5615.05,5657.95,5654.613169,729,325,4122213,354,48.56,83.75,-35.6
14-Nov-13,5650,5675,5611.1,5655.65,5643.337981,1506,480,8498867,864,57.37,63.9,5.65
13-Nov-13,5660.1,5705.95,5580,5595.9,5663.053313,1313,605,7435589,666,50.72,125.95,-64.2
12-Nov-13,5644,5720,5532,5658.15,5672.361181,3998,1429,22678100,2518,62.98,188,14.15
11-Nov-13,5707.4,5771.55,5570,5608.8,5664.941667,1920,684,10876688,1030,53.65,201.55,-98.6
08-Nov-13,5699,5835,5675,5752.45,5776.227349,9536,1927,55082104,6478,67.93,160,53.45
07-Nov-13,5650,5750.75,5630,5733.3,5700.519932,5318,1140,30315365,2442,45.92,120.75,83.3
06-Nov-13,5695,5723.45,5573.85,5617.8,5623.252826,3362,1053,18905376,1578,46.94,149.6,-77.2
05-Nov-13,5701,5790,5701,5735.95,5749.350326,3982,1185,22893913,3075,77.22,89,34.95
03-Nov-13,5735,5775,5735,5755.85,5752.820138,1162,431,6684777,689,59.29,40,20.85
01-Nov-13,5615,5740.8,5600,5718.95,5669.348809,6634,1420,37610460,5261,79.3,140.8,103.95
31-Oct-13,5555,5610,5526.9,5592.45,5583.363034,5735,855,32020587,4468,77.91,83.1,37.45
30-Oct-13,5595,5610,5429.1,5596.9,5573.605804,1654,666,9218744,743,44.92,180.9,1.9
29-Oct-13,5549,5605,5515,5593.75,5556.728814,2183,709,12130339,1440,65.96,90,44.75
28-Oct-13,5527.3,5605,5414,5549.2,5506.664953,2334,749,12852556,1373,58.83,191,21.9
25-Oct-13,5492.1,5549.95,5492.1,5531.35,5530.264831,944,316,5220570,695,73.62,57.85,39.25
24-Oct-13,5600,5608.85,5506,5547.05,5554.879127,1696,342,9421075,1326,78.18,102.85,-52.95
23-Oct-13,5620,5645,5571.1,5592.15,5616.02982,1442,535,8098315,616,42.72,73.9,-27.85
22-Oct-13,5529,5624,5510,5602.4,5557.001093,2744,1088,15248411,1651,60.17,114,73.4
21-Oct-13,5540,5570,5456.5,5498.35,5504.256152,3373,1036,18565856,2073,61.46,113.5,-41.65
18-Oct-13,5465,5560,5465,5524.45,5530.952775,3261,1117,18036437,2248,68.94,95,59.45
17-Oct-13,5300,5515,5300,5468.95,5465.244674,10937,3021,59773381,6757,61.78,215,168.95
15-Oct-13,5125,5374.8,5125,5285,5286.497353,28527,2662,150807910,24311,85.22,249.8,160
14-Oct-13,5084.1,5110,5050.1,5095.3,5088.056983,895,348,4553811,590,65.92,59.9,11.2
11-Oct-13,5140,5140,5030,5044.7,5056.825624,2443,558,12353825,1180,48.3,110,-95.3
10-Oct-13,5080,5128,5040,5119.4,5100.26485,1431,352,7298479,1064,74.35,88,39.4
09-Oct-13,5010.5,5099.8,5000,5066.75,5059.639004,964,352,4877492,523,54.25,99.8,56.25
08-Oct-13,5039.3,5071.9,5001,5009.15,5043.11739,3203,329,16153105,767,23.95,70.9,-30.15
07-Oct-13,5096.2,5099.7,5022.1,5052.95,5067.231638,1062,416,5381400,607,57.16,77.6,-43.25
04-Oct-13,5154.05,5160.9,5068,5081.45,5125.021433,1493,579,7651657,881,59.01,92.9,-72.6
03-Oct-13,5198,5248,5115.25,5138.2,5183.160702,1481,548,7676261,575,38.83,132.75,-59.8
01-Oct-13,5150,5209,5117,5167.4,5175.951641,7589,696,39280297,6542,86.2,92,17.4
30-Sep-13,5110,5251,5080,5198.55,5122.112889,6936,785,35526975,5790,83.48,171,88.55
27-Sep-13,5040,5107.2,5000.55,5097.35,5051.931735,4087,538,20647245,3391,82.97,106.65,57.35
26-Sep-13,4990,5049,4952.1,5017.8,5007.543128,6330,378,31697748,5956,94.09,96.9,27.8
25-Sep-13,4950,4960,4901.9,4927.6,4925.6623,687,232,3383930,351,51.09,58.1,-22.4
24-Sep-13,4919,4990.3,4900,4933.55,4945.624625,333,166,1646893,190,57.06,90.3,14.55
23-Sep-13,5000,5021.8,4910.9,4948.35,4954.314319,859,349,4255756,444,51.69,110.9,-51.65
20-Sep-13,5021.8,5029.9,4940,4989.2,4975.199288,1686,526,8388186,1101,65.3,89.9,-32.6
19-Sep-13,4955,5043,4955,5000.35,5019.682994,17558,1486,88135594,16411,93.47,88,45.35
18-Sep-13,4978.85,5028.3,4954,5003,5005.078541,713,293,3568621,258,36.19,74.3,24.15
17-Sep-13,4866.1,5020,4866.1,4972,4985.038104,2152,644,10727802,1026,47.68,153.9,105.9
16-Sep-13,5045,5045,4769.95,4865.2,4994.286746,15784,537,78829822,14872,94.22,275.05,-179.8
13-Sep-13,5004.7,5004.7,4931,4950.4,4996.364172,4918,1818,24572119,4613,93.8,73.7,-54.3
12-Sep-13,5026,5049.8,4920,4973.35,5006.703229,8889,471,44504585,8400,94.5,129.8,-52.65
11-Sep-13,5007,5108.9,5007,5052.1,5036.935617,7036,1440,35439879,5714,81.21,101.9,45.1
10-Sep-13,5035,5050,4993.1,5016.1,5014.699105,17983,763,90179334,17193,95.61,56.9,-18.9
06-Sep-13,5015,5030,4962.85,5005.2,5009.603552,22974,455,115090632,22331,97.2,67.15,-9.8
05-Sep-13,4940.55,5094.95,4924.95,4992.65,5033.285396,2246,775,11304759,967,43.05,170,52.1
04-Sep-13,4923.5,5017.5,4918,4978.05,4973.535421,31422,1126,156278430,28853,91.82,99.5,54.55
03-Sep-13,4956,4970,4902.75,4934.4,4954.640233,4300,2399,21304953,3279,76.26,67.25,-21.6
02-Sep-13,4944,4974.95,4900.5,4957.15,4957.175472,1060,459,5254606,538,50.75,74.45,13.15
30-Aug-13,4750,4946.9,4700,4901.35,4875.984817,4347,1582,21195906,1707,39.27,246.9,151.35
29-Aug-13,4670,4701,4589,4682.75,4625.168655,6119,485,28301407,5403,88.3,112,12.75
28-Aug-13,4720,4725.45,4595.3,4636.25,4629.452552,2508,778,11610667,1581,63.04,130.15,-83.75
27-Aug-13,4877,4877,4707,4717.25,4762.38211,2057,688,9796220,1385,67.33,170,-159.75
26-Aug-13,4930,4930,4849,4865.4,4905.798839,1551,400,7608894,1232,79.43,81,-64.6
23-Aug-13,4934,4934,4861,4880.55,4904.238014,584,191,2864075,338,57.88,73,-53.45
22-Aug-13,4825,4904,4816.5,4891.8,4863.639746,1102,353,5359731,509,46.19,87.5,66.8
21-Aug-13,4891.45,4925,4830.25,4855,4892.387855,1021,385,4995128,638,62.49,94.75,-36.45
20-Aug-13,4896,4917,4765.2,4830.2,4832.293525,14503,736,70082753,13520,93.22,151.8,-65.8
19-Aug-13,5075,5075,4856.6,4934.6,4933.686552,1978,675,9758832,956,48.33,218.4,-140.4
16-Aug-13,5075,5097.75,4970,5010,5025.855317,1721,558,8649497,934,54.27,127.75,-65
14-Aug-13,5069,5138.95,5068,5117.8,5121.289435,2726,566,13960635,2013,73.84,70.95,48.8
13-Aug-13,5096.95,5140,5066.5,5086.6,5107.652993,902,284,4607103,455,50.44,73.5,-10.35
12-Aug-13,5048.9,5110,5010,5103.15,5087.107298,1836,487,9339929,974,53.05,100,54.25
08-Aug-13,5050,5070,4875,5014.55,4976.018558,1401,618,6971402,499,35.62,195,-35.45
07-Aug-13,5091,5101,4937.25,4965.2,4994.529496,2780,893,13884792,1349,48.53,163.75,-125.8
06-Aug-13,5261.5,5261.5,5090,5101.5,5126.032832,3594,943,18422962,2167,60.29,171.5,-160
05-Aug-13,5414,5414,5240,5318.5,5307.617331,1304,440,6921133,608,46.63,174,-95.5
02-Aug-13,5258.7,5447,5220,5414.9,5340.805567,2479,743,13239857,1324,53.41,227,156.2
01-Aug-13,5296,5342.1,5210,5235.5,5298.657426,1010,369,5351644,468,46.34,132.1,-60.5
31-Jul-13,5300.2,5310.95,5224.05,5294.65,5275.288584,1095,344,5776441,626,57.17,86.9,-5.55
30-Jul-13,5350,5390,5310,5328.25,5330.888377,869,301,4632542,408,46.95,80,-21.75
29-Jul-13,5450,5478.5,5360,5383.5,5398.923361,25144,425,135750529,6507,25.88,118.5,-66.5
26-Jul-13,5550,5570,5423,5447.35,5455.225,8760,683,47787771,8188,93.47,147,-102.65
25-Jul-13,5621,5659.95,5556,5561.25,5631.780509,1139,211,6414598,979,85.95,103.95,-59.75
24-Jul-13,5605,5649.95,5560,5614.45,5596.932082,1119,384,6262967,619,55.32,89.95,9.45
23-Jul-13,5638,5697,5638,5661.4,5671.889922,2044,577,11593343,1695,82.93,59,23.4
22-Jul-13,5715,5715,5602.6,5637.65,5669.876984,2520,609,14288090,1795,71.23,112.4,-77.35
19-Jul-13,5795,5795,5701,5720.05,5730.606873,2910,944,16676066,1572,54.02,94,-74.95
18-Jul-13,5749,5864.85,5685,5791.35,5740.832616,4182,1225,24008162,2255,53.92,179.85,42.35
17-Jul-13,5666.7,5795,5666.7,5752.75,5762.697352,7289,2193,42004301,4857,66.63,128.3,86.05
16-Jul-13,5560,5720,5471.3,5691.7,5637.871877,6244,1565,35202872,3867,61.93,248.7,131.7
15-Jul-13,5371.2,5568,5371.2,5564.7,5530.837074,7396,1761,40906071,4726,63.9,196.8,193.5
12-Jul-13,5236.8,5420,5201,5399.55,5330.147616,5914,1647,31522493,3607,60.99,219,162.75
11-Jul-13,5153.2,5224,5153.2,5211,5201.317969,2560,625,13315374,2171,84.8,70.8,57.8
10-Jul-13,5168,5180,5141,5152.7,5151.985985,1427,295,7351884,1202,84.23,39,-15.3
09-Jul-13,5159.9,5184.8,5150,5158.15,5155.670634,6722,385,34656418,6457,96.06,34.8,-1.75
08-Jul-13,5160,5162.5,5120,5135.95,5131.110245,3719,928,19082599,3080,82.82,42.5,-24.05
05-Jul-13,5140,5179.45,5125,5146.2,5155.556358,3460,922,17838225,2673,77.25,54.45,6.2
04-Jul-13,5094.95,5150,5085,5122.15,5107.618557,6402,937,32698974,5726,89.44,65,27.2
03-Jul-13,5145,5170,5081,5085.65,5119.264169,22478,2659,115070820,19401,86.31,89,-59.35
02-Jul-13,5100,5187.9,5100,5161.6,5155.959746,2360,526,12168065,1229,52.08,87.9,61.6
01-Jul-13,4900,5151,4851,5099.5,5035.23837,3461,854,17426960,1564,45.19,300,199.5
28-Jun-13,4934.9,4934.9,4836.25,4867,4869.041423,2221,526,10814141,1311,59.03,98.65,-67.9
27-Jun-13,4899,4945,4893.3,4916.35,4923.170732,1066,279,5248100,439,41.18,51.7,17.35
26-Jun-13,4900,4948,4845,4883.35,4875.371843,7522,749,36672547,6348,84.39,103,-16.65
25-Jun-13,5000,5000,4899,4921.8,4938.161111,1800,623,8888690,841,46.72,101,-78.2
24-Jun-13,5020,5032.65,4992,4999.75,5005.388693,1132,320,5666100,814,71.91,40.65,-20.25
21-Jun-13,5067.85,5090,5016.05,5047.75,5056.524398,18362,489,92847901,17717,96.49,73.95,-20.1
20-Jun-13,5080,5102,5041.25,5064.45,5087.388591,2612,672,13288259,1279,48.97,60.75,-15.55
19-Jun-13,5078.9,5100,5056.65,5090.2,5078.284916,537,298,2727039,277,51.58,43.35,11.3
18-Jun-13,5062.15,5100,5035.2,5049.4,5056.660962,1227,301,6204523,751,61.21,64.8,-12.75
17-Jun-13,5165,5165,5050,5067.3,5089.385488,882,273,4488838,502,56.92,115,-97.7
14-Jun-13,5165.1,5176.8,5120,5130.3,5146.39774,2655,418,13663686,1498,56.42,56.8,-34.8
13-Jun-13,5144.5,5184.3,5101,5110.7,5151.154273,1802,257,9282380,1498,83.13,83.3,-33.8
12-Jun-13,5096,5236.9,5085.1,5142.05,5164.997004,3004,537,15515651,1588,52.86,151.8,46.05
11-Jun-13,5160,5177.3,5070.05,5088.8,5112.272797,1305,349,6671516,875,67.05,107.25,-71.2
10-Jun-13,5270,5278.25,5150,5163.55,5205.965739,934,238,4862372,528,56.53,128.25,-106.45
07-Jun-13,5287,5315,5223.05,5238.3,5262.074609,2493,278,13118352,1960,78.62,91.95,-48.7
06-Jun-13,5278,5320,5277,5293.25,5304.110462,1883,252,9987640,1251,66.44,43,15.25
05-Jun-13,5290,5330,5252,5283.85,5296.356975,2975,388,15756662,1260,42.35,78,-6.15
04-Jun-13,5288,5350,5277.1,5294.05,5309.282327,2235,470,11866246,1130,50.56,72.9,6.05
03-Jun-13,5305,5325,5235,5306,5283.780832,2692,643,14223938,1423,52.86,90,1
31-May-13,5225,5325,5225,5315.9,5306.583435,4914,707,26076551,2625,53.42,100,90.9
30-May-13,5230.05,5251,5210,5241.8,5230.11687,984,216,5146435,632,64.23,41,11.75
29-May-13,5251,5289.9,5224.1,5254.2,5260.821762,965,323,5076693,477,49.43,65.8,3.2
28-May-13,5245,5260,5222.25,5249.15,5241.626848,12381,388,64896582,11666,94.23,37.75,4.15
27-May-13,5249,5296.75,5186.25,5228.1,5246.39338,2598,516,13630130,1734,66.74,110.5,-20.9
24-May-13,5262,5299,5181.75,5250.3,5239.974205,1667,545,8735037,695,41.69,117.25,-11.7
23-May-13,5219,5344.8,5219,5269.3,5288.744945,6034,1539,31912287,2997,49.67,125.8,50.3
22-May-13,5250,5324,5181.05,5220,5282.851852,5805,1218,30666955,2439,42.02,142.95,-30
21-May-13,5099,5269,5099,5246.3,5212.653222,33595,1398,175119085,28959,86.2,170,147.3
20-May-13,4960,5131,4960,5104.5,5098.962226,18240,1425,93005071,14220,77.96,171,144.5
17-May-13,4930,4984.05,4921.15,4969.95,4949.948014,1385,262,6855678,848,61.23,62.9,39.95
16-May-13,4894,4960,4893,4924.95,4948.328819,12627,469,62482548,11576,91.68,67,30.95
